#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     DATA_TYPE                       ELSP>EESA Low Electron OMNI Spectra
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     WIND>Wind Interplanetary Plasma Laboratory
#     LOGICAL_SOURCE_DESCRIPTION      Electron omnidirectional fluxes 5-1100 eV, often at 24 sec, EESA Low, Wind 3DP
#     PROJECT                         ISTP>International Solar-Terrestrial Physics
#     TEXT                            Wind 3dp, EESA Low omni directional electron energy spectra
#     PI_NAME                         R. Lin/S. Bale
#     PI_AFFILIATION                  UC Berkeley
#     INSTRUMENT_TYPE                 Particles (space)
#     DATA_VERSION                    1
#     DESCRIPTOR                      3DP>3-D PLASMA ANALYZER
#     GENERATION_DATE                 
#     ACKNOWLEDGEMENT                 
#     ADID_REF                        NSSD0143
#     RULES_OF_USE                    
#     GENERATED_BY                    
#     MODS                            
#     TIME_RESOLUTION                 
#     LINK_TEXT                       
#                                     Wind 3DP
#     LINK_TITLE                      Caveats for the correct use of Wind 3DP datasets
#                                     home page at UCB (with plotting and digital data)
#     HTTP_LINK                       https://spdf.gsfc.nasa.gov/pub/data/wind/3dp/wind3dp_caveats.pdf
#                                     http://sprg.ssl.berkeley.edu/wind3dp/
#     LOGICAL_SOURCE                  wi_elsp_3dp
#     LOGICAL_FILE_ID                 wi_elsp_3dp_00000000_v01
#     ALT_LOGICAL_SOURCE              Wind_3DP_Electron-Omnidirectional-Fluxes-ELSP_100sec_cdf
#     MISSION_GROUP                   Wind
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/Wind/3DP/EESA/ElectronSpectra/PT100S
#     CDAWEB_PARENTS                  wi_elsp_3dp_00000000_v01
#                                     wi_elsp_3dp_20020425_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time, Centered
#  2. ---> As stacked plot
#  3. Time-varying electron energies in 15 channels (center of 40% wide energy band)
#
EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,CH1_OFTEN~1113EV_eV,CH2_OFTEN~669.2EV_eV,CH3_OFTEN~426.8EV_eV,CH4_OFTEN~264.8EV_eV,CH5_OFTEN~165EV_eV,CH6_OFTEN~103.3EV_eV,CH7_OFTEN~65.25EV_eV,CH8_OFTEN~41.8EV_eV,CH9_OFTEN~27.25EV_eV,CH10_OFTEN~18.3EV_eV,CH11_OFTEN~12.8EV_eV,CH12_OFTEN~9.4EV_eV,CH13_OFTEN~7.25EV_eV,CH14_OFTEN~5.9EV_eV,CH15_OFTEN~5.2EV_eV
2002-04-25T05:00:38.164Z,185.034,1085.37,5070.42,16443.6,41604.3,92781.2,223340.,800959.,2.35084e+06,4.31132e+06,5.66776e+06,1.34699e+07,3.72279e+07,7.40545e+07,9.65548e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:02:18.161Z,176.566,1139.63,5083.49,16377.7,41138.2,92413.5,221452.,785594.,2.33455e+06,4.26570e+06,5.58196e+06,1.36780e+07,3.70789e+07,7.34824e+07,9.61103e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:03:58.157Z,192.528,1095.43,5191.73,16565.2,41705.1,92106.2,222189.,788825.,2.32336e+06,4.27040e+06,5.55766e+06,1.37297e+07,3.72112e+07,7.39475e+07,9.60040e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:05:38.153Z,187.341,1115.54,5158.15,16845.7,41386.0,92687.7,221499.,783035.,2.30290e+06,4.24112e+06,5.58130e+06,1.38081e+07,3.76573e+07,7.35060e+07,9.59077e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:07:18.150Z,191.981,1114.71,5135.00,16142.7,41363.8,93250.0,219553.,789884.,2.34594e+06,4.33077e+06,5.60832e+06,1.35419e+07,3.71688e+07,7.38134e+07,9.59172e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:08:58.146Z,177.775,1084.94,5053.85,16321.5,41496.7,92127.9,219528.,776411.,2.30167e+06,4.22541e+06,5.52527e+06,1.38877e+07,3.73995e+07,7.43212e+07,9.58990e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:10:38.143Z,176.653,1084.93,5036.96,16796.2,41840.4,93240.3,221758.,763345.,2.22505e+06,4.08324e+06,5.37739e+06,1.44033e+07,3.80161e+07,7.44404e+07,9.52292e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:12:18.139Z,170.268,1068.99,5157.01,16565.6,42163.8,95730.6,226380.,803193.,2.35376e+06,4.22146e+06,5.39024e+06,1.39007e+07,3.78042e+07,7.37666e+07,9.56429e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:13:58.135Z,176.202,1055.65,5184.38,16654.5,42280.0,95290.8,220174.,761973.,2.21958e+06,4.04044e+06,5.25418e+06,1.47529e+07,3.83297e+07,7.36225e+07,9.59552e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:15:38.132Z,183.860,1080.43,4939.35,16253.5,40937.7,92380.6,218854.,787028.,2.35405e+06,4.32588e+06,5.64836e+06,1.35651e+07,3.73543e+07,7.44727e+07,9.59662e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:17:18.128Z,165.851,1026.53,4847.80,15618.6,39860.7,90236.0,218948.,814058.,2.42132e+06,4.45047e+06,5.83833e+06,1.29562e+07,3.64159e+07,7.37215e+07,9.59183e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:18:58.125Z,161.926,1056.47,4727.32,15348.4,40006.0,88604.3,218180.,800459.,2.39788e+06,4.41568e+06,5.80383e+06,1.31224e+07,3.68053e+07,7.42532e+07,9.58604e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:20:38.121Z,159.806,1041.03,4765.00,15026.6,39778.1,90798.9,215805.,788134.,2.37431e+06,4.38083e+06,5.74723e+06,1.31868e+07,3.68054e+07,7.38178e+07,9.66649e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:22:18.117Z,167.584,1034.78,4885.79,15738.9,41214.3,90070.9,219781.,789291.,2.35515e+06,4.32453e+06,5.61773e+06,1.35468e+07,3.68996e+07,7.38676e+07,9.57489e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:23:58.114Z,171.398,1064.89,4851.37,15605.1,39540.8,89606.2,217960.,789276.,2.36482e+06,4.32537e+06,5.66584e+06,1.34982e+07,3.69560e+07,7.42202e+07,9.61539e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:25:38.110Z,171.615,1107.97,4660.11,15169.8,39487.3,90351.4,218898.,796456.,2.38031e+06,4.35589e+06,5.71483e+06,1.33737e+07,3.67219e+07,7.34475e+07,9.56236e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:27:18.107Z,178.375,1036.32,4779.81,15741.9,40689.3,92033.2,220356.,781455.,2.26674e+06,4.17958e+06,5.50318e+06,1.40290e+07,3.76445e+07,7.39521e+07,9.54466e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:28:58.103Z,174.864,1046.45,4887.35,16456.8,40789.3,90202.2,219256.,769685.,2.27696e+06,4.15350e+06,5.44566e+06,1.41286e+07,3.74062e+07,7.36930e+07,9.55179e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:30:38.099Z,189.333,1089.38,4702.63,15763.1,40293.5,90750.8,220072.,790638.,2.32036e+06,4.22870e+06,5.52109e+06,1.37334e+07,3.71416e+07,7.34669e+07,9.56582e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:32:18.096Z,165.090,992.682,4954.44,16554.9,42827.4,96809.5,230304.,765934.,2.18950e+06,3.97055e+06,5.25670e+06,1.48175e+07,3.81864e+07,7.38310e+07,9.46729e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:33:58.092Z,180.615,1018.97,4951.42,16282.8,42056.5,95951.7,228051.,771175.,2.18040e+06,3.94817e+06,5.21091e+06,1.49506e+07,3.82701e+07,7.38189e+07,9.57386e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:35:38.089Z,172.502,1019.31,4790.74,16238.7,42085.5,93434.1,226174.,768557.,2.19379e+06,3.96664e+06,5.22606e+06,1.48320e+07,3.80231e+07,7.39235e+07,9.47232e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:37:18.085Z,166.700,996.471,4745.54,15970.9,42074.3,93427.7,224438.,768038.,2.20058e+06,3.98124e+06,5.21506e+06,1.48455e+07,3.82448e+07,7.40918e+07,9.50628e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:38:58.081Z,177.290,1037.18,4935.75,16242.8,42316.1,94169.4,221525.,763412.,2.19433e+06,4.00657e+06,5.22245e+06,1.47982e+07,3.80605e+07,7.36407e+07,9.50121e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:40:38.078Z,167.140,1042.38,4894.14,16358.3,42878.9,94138.1,221957.,750633.,2.15485e+06,3.91375e+06,5.15925e+06,1.53787e+07,3.85187e+07,7.41922e+07,9.52934e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:42:18.074Z,153.271,991.632,4636.61,15496.1,40471.4,89553.8,215066.,773295.,2.32313e+06,4.30542e+06,5.65505e+06,1.36850e+07,3.71925e+07,7.40659e+07,9.61121e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:43:58.071Z,162.316,1042.41,4578.45,15376.8,40375.7,89655.3,218734.,784151.,2.31834e+06,4.31938e+06,5.70550e+06,1.36557e+07,3.71112e+07,7.38190e+07,9.60664e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:45:38.067Z,167.788,1076.32,4587.25,15101.0,40017.7,89055.3,216456.,791253.,2.36851e+06,4.36292e+06,5.76586e+06,1.34826e+07,3.70511e+07,7.40761e+07,9.61015e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:47:18.063Z,183.253,1052.77,4694.49,15375.2,39500.6,89329.6,217782.,789982.,2.34148e+06,4.38816e+06,5.74656e+06,1.32942e+07,3.67291e+07,7.32618e+07,9.60656e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:48:58.060Z,176.089,1080.89,4837.79,16000.5,41673.8,92767.1,217218.,772867.,2.32685e+06,4.27725e+06,5.61261e+06,1.37459e+07,3.73803e+07,7.30856e+07,9.60742e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:50:38.056Z,170.167,1062.29,4896.58,15832.7,41430.0,90730.3,219087.,768642.,2.31128e+06,4.31215e+06,5.68925e+06,1.38432e+07,3.73050e+07,7.38249e+07,9.57901e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:52:18.053Z,167.927,1080.91,4803.06,15524.3,40452.6,92045.3,213552.,773657.,2.30718e+06,4.26331e+06,5.63686e+06,1.37992e+07,3.71225e+07,7.30979e+07,9.54622e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:53:58.049Z,166.545,983.811,4823.82,15247.6,39836.5,89845.1,215955.,768346.,2.31138e+06,4.32041e+06,5.68052e+06,1.35845e+07,3.66422e+07,7.32044e+07,9.56515e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:55:38.045Z,196.689,1034.20,4708.12,15261.9,39312.9,89770.2,216210.,764554.,2.27677e+06,4.21722e+06,5.59940e+06,1.46344e+07,3.81038e+07,7.42004e+07,9.59560e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:57:18.042Z,157.189,1057.78,4762.93,15553.3,39825.9,89699.5,217003.,781836.,2.32638e+06,4.31548e+06,5.70294e+06,1.39952e+07,3.75883e+07,7.40209e+07,9.57812e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T05:58:58.038Z,183.687,1090.31,4631.21,15390.8,40547.9,92041.3,219756.,781691.,2.31920e+06,4.29549e+06,5.68413e+06,1.39519e+07,3.76584e+07,7.44574e+07,9.61794e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T06:00:38.035Z,169.589,1026.01,4725.87,15711.4,39824.3,90272.7,217734.,785047.,2.33634e+06,4.33712e+06,5.70712e+06,1.37048e+07,3.70449e+07,7.32112e+07,9.57307e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T06:02:18.031Z,170.064,1080.11,4797.54,15907.9,41037.5,91070.2,218942.,772058.,2.28114e+06,4.25917e+06,5.60050e+06,1.40367e+07,3.72053e+07,7.33892e+07,9.55012e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T06:03:58.027Z,169.618,1055.45,4954.69,16111.4,41524.1,93193.2,218540.,765139.,2.25164e+06,4.15296e+06,5.50681e+06,1.42593e+07,3.74648e+07,7.34517e+07,9.59212e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T06:05:38.024Z,178.370,1053.95,4949.35,16456.6,42161.8,94258.2,222917.,771250.,2.26558e+06,4.18350e+06,5.56231e+06,1.41868e+07,3.74418e+07,7.37804e+07,9.53903e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T06:07:18.020Z,186.797,1014.87,4737.95,15644.3,40463.6,91043.7,219219.,770784.,2.32641e+06,4.33423e+06,5.68450e+06,1.37633e+07,3.68398e+07,7.34217e+07,9.55237e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T06:08:58.017Z,174.680,1038.29,4763.85,15484.6,40607.9,91614.5,221419.,779273.,2.29418e+06,4.26901e+06,5.68448e+06,1.38577e+07,3.69106e+07,7.26297e+07,9.59254e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T06:10:38.013Z,163.597,1014.46,4730.84,15588.7,40068.3,89844.0,218985.,782091.,2.29500e+06,4.25925e+06,5.66067e+06,1.38269e+07,3.71772e+07,7.31720e+07,9.49956e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T06:12:18.009Z,161.945,1070.81,4793.32,16000.6,40177.8,92665.7,220516.,775935.,2.30062e+06,4.29385e+06,5.70813e+06,1.36717e+07,3.67232e+07,7.30550e+07,9.55785e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T06:13:58.006Z,180.815,1074.53,4753.49,15482.2,40663.9,91450.6,221583.,786238.,2.35541e+06,4.35949e+06,5.83267e+06,1.34036e+07,3.68047e+07,7.34646e+07,9.57649e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T06:15:38.002Z,164.472,999.507,4715.48,15596.5,40930.4,91744.8,217579.,752955.,2.22896e+06,4.16961e+06,5.57766e+06,1.42756e+07,3.71075e+07,7.31150e+07,9.45604e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T06:17:17.999Z,167.613,988.177,4749.47,15204.9,39691.5,90178.9,215026.,751623.,2.21937e+06,4.10138e+06,5.48412e+06,1.44901e+07,3.73185e+07,7.29539e+07,9.49510e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T06:18:57.995Z,168.878,1016.57,4856.44,15720.1,42046.9,92201.0,220776.,756718.,2.20240e+06,4.04371e+06,5.38115e+06,1.46594e+07,3.74772e+07,7.36076e+07,9.51788e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T06:20:37.991Z,165.741,1047.32,4768.88,15604.2,40369.5,90057.4,212712.,740855.,2.21033e+06,4.08612e+06,5.47347e+06,1.45267e+07,3.71635e+07,7.35030e+07,9.51343e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T06:22:17.988Z,168.400,1020.52,4674.78,15026.3,39360.4,88906.9,210612.,738933.,2.20445e+06,4.12177e+06,5.49778e+06,1.45041e+07,3.73876e+07,7.33710e+07,9.54873e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T06:23:57.984Z,154.972,1035.14,4526.82,15062.4,38917.5,87135.5,209838.,733752.,2.19452e+06,4.07116e+06,5.43603e+06,1.46980e+07,3.74000e+07,7.32704e+07,9.44950e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T06:25:37.981Z,165.857,1014.69,4646.60,15399.2,40022.0,88527.9,209060.,722046.,2.13439e+06,3.96959e+06,5.36596e+06,1.50843e+07,3.74948e+07,7.25626e+07,9.43927e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
